"year","ADID","CreativeUrl","Currency.Code","Spend","Impressions","StartDate","EndDate","OrganizationName","BillingAddress","CandidateBallotInformation","PayingAdvertiserName","CommitteeName","CommitteeIdentificationNumber","DisclosureNameOfCommittee","AdvertisingJurisdiction","Gender","AgeBracket","CountryCode","Regions..Included.","Regions..Excluded.","Electoral.Districts..Included.","Electoral.Districts..Excluded.","Radius.Targeting..Included.","Radius.Targeting..Excluded.","Metros..Included.","Metros..Excluded.","Postal.Codes..Included.","Postal.Codes..Excluded.","Location.Categories..Included.","Location.Categories..Excluded.","Interests","OsType","Segments","Language","AdvancedDemographics","Targeting.Connection.Type","Targeting.Carrier..ISP.","CreativeProperties","id","text"
2020,"c5f220d800d54246b4280d1db38021b8c918dc971063bec8b703c437ed5e0cce","https://www.snap.com/political-ads/asset/9f7166e5e7291b48d016978903e6c8442d2782bc9222f683a068cdb4c3dbb5b3?mediaType=png","USD",347,105786,"2020/08/27 21:21:53Z",NA,"Chong and Koster","1707 L St NW Suite 950,Washington,20036,US",NA,"Voter Participation Center",NA,NA,NA,NA,NA,"18-45","united states","Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://register.rockthevote.com/registrants/new?partner=38471&source=CK-VPC-OVR20-SC-RTV.C04-PA-LALPIXEL-BO-18.45-C01_T01_D00_P02",1957,"Hey Pennsylvania ! REGISTER TO VOTE DEADLINE 10/19"
2024,"9e11d773d5de7245cee18e59d730d1f31738d4e91f551f29fd85cbfa666a9a57","https://www.snap.com/political-ads/asset/77447e31f14e524c2f91c0211f2faca2ad5814b81fda60c3c9bb3f0d6d2a72fc?mediaType=png","USD",14,1312,"2024/08/28 04:00:04Z","2024/10/08 03:59:00Z","Voter Formation Project","712 H St NE PMB 41,Washington,20002,US",NA,"Voter Formation Project",NA,NA,NA,NA,NA,"18+","united states","Arizona","Alabama,Alaska,Arkansas,California,Colorado,Wyoming,Wisconsin,West Virginia,Washington,Virginia,Vermont,Utah,Texas,Tennessee,South Dakota,South Carolina,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://register.voterformationproject.org?utm_source=snap&utm_brand=vfp&utm_medium=paid-cnv&utm_campaign=24rg-rs-p1-ced&utm_term=az-l-en-v&utm_content=VFPND3JHV23",7850,"IT'S NATIONAL VOTER REGISTRATION DAY ARE YOU READY TO VOTE ? VOTE OTE YOUR VOTE MATTERS VOTE 2024 REGISTER TO VOTE NOW"
2021,"94dfb8ec4b069cba8b53f8d9782c27caaf3a9094e0b8fbe9f80cd47c3d84a1ef","https://www.snap.com/political-ads/asset/ee7fe3ff15951086f372f55b04220ca64a75bddae4ed9e2991842d314db27eb0?mediaType=png","USD",218,20928,"2021/03/16 16:04:55Z",NA,"Greater Half","US",NA,"Greater Half",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://www.greaterhalf.com/collections/swim-trunks?sort_by=best-selling&%3Futm_source%3Dsnapchat={{campaign.name}}",4312,"DON'T TREAD ON ME @GREATERHALF"
2022,"c1eaf264aad652a7756ab6c892b7ee62ee9af360dab4a4781f3c80fe8ead497e","https://www.snap.com/political-ads/asset/f49613ec5cd2f2eebc580a79e392f3ea95e4cee900eea8a5a2a1b6d0d83eef32?mediaType=png","USD",46,2612,"2022/06/17 20:57:00Z","2022/11/09 00:59:00Z","Wavelength Strategy","US","Catherine Cortez Masto for Senate","Catherine Cortez Masto",NA,NA,NA,NA,"FEMALE","18-49","united states",NA,NA,NA,NA,NA,NA,"Las Vegas",NA,NA,"89109",NA,NA,NA,NA,NA,"en",NA,NA,NA,"web_view_url:https://catherinecortezmasto.com/?utm_source=snapchat&utm_medium=pm",5453,"Catherine Cortez Masto STANDS WITH FIREFIGHTERS . She got them more resources & higher pay . PAID FOR BY CATHERINE CORTEZ MASTO FOR SENATE A P"
2022,"a53c046d721009c49d2527b5ad078f8e9b76ab10ec3a7b7ced7fd873622f9d64","https://www.snap.com/political-ads/asset/30c27c6507bc7e808cb4ca0715f41786007637aae630613af4f3286d0e70494c?mediaType=png","USD",2,165,"2022/10/13 20:55:40Z","2022/10/15 03:59:00Z","Momentum Campaigns, LLC","1835 7th St. NE, #272,Washington,20001,US","Idaho Democratic Party","Idaho Democratic Party",NA,NA,NA,NA,NA,"18-25","united states",NA,NA,NA,NA,NA,NA,NA,NA,"83501",NA,NA,NA,"Collegiates",NA,"Provided by Advertiser",NA,NA,NA,NA,"web_view_url:https://elections.sos.idaho.gov/ElectionLink/ElectionLink/ApplicationInstructions.aspx",5941,"HEY , WARRIORS THE DEADLINE TO REGISTER ONLINE TO VOTE IS OCTOBER 14th ! It's quick and easy to check your registration & register to vote . CLICK BELOW TO GET REGISTERED ! REGISTER TO VOTE >>>"
2019,"6e57178c8034f9e74f752d5d9f362ee5a074e4712dbf40570e364a477f42e8a4","https://www.snap.com/political-ads/asset/4e330954137e6516bb2a05d34e22203105b2e39587505e59edfed59cd864c451?mediaType=png","USD",51,16199,"2019/08/23 22:42:13Z","2019/08/31 03:59:59Z","Chong and Koster","1707 L St NW Suite 950,Washington,20036,US",NA,"Voter Participation Center",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,"52658,52202,52065,51038,52146,50229,51003,50061,52032,52352,50236,52324,51542,52536,50251,50624,51526,51241,52746,51573,50668,50073,52201,51027,52351,50660,51553,51238,50482,52756,52345,51575,52041,50680,52341,52751,52650,51024,50629,50257,52571,50006,50670,50458,50122,52132,52346,52626,50162,50468,52540,52223,50161,51579,50469,50020,50619,52623,51529,50472,51028,52754,50682,52656,50106,51458,52768,50070,51237,52037,52332,52046,50632,50139,50424,52248,52209,50244,50636,50046,50602,51052,51559,52362,50238,51046,52064,51016,50514,50249,50276,51004,50002,51245,52070,51443,52747,50846,51347,50447,50628,50058,50055,50466,52154,51025,52533,52572,51454,52640,51449,51001,52069,52216,50625,52049,50676,50574,51466,52160,52237,52565,50250,50675,51355,51638,50174,51358,50641,52315,50233,51005,52218,50028,51640,50517,52157,52255,52159,52318,52042,52563,52755,51577,52043,50540,50543,50456,52162,50864,50854,52801,50076,52654,51063,50107,52777,52728,51455,51450,50851,52639,52401,50585,51461,52659,51034,51653,52554,52142","50137,50861,50116,50839,50591,50042,52212,50649,52344,50132,50152,50673,51340,52543,50473,50433,50612,50057,50551,50857,50515,51343,52066,52573,50274,50103,51545,51363,51636,50066,51630,50242,50038,50633,52231,50254,50145,50599,50255,50102,52581,50671,51018,51631,52030,50521,51452,50531,52252,50426,50101,52307,52158,50262,50576,51044,50427,50032,51111,52701,51460,50051,52308,50623,50586,50078,52583,51637,52648,52652,51523,50052,52759,50031,52156,50164,50606,50524,50448,51230,50607,51563,50859,50007,52133,51033,51571,52079,51557,52236,51540,50446,50222,50206,51446,52325,51232,50168,51558,50234,52171,51026,50560,50516,50044,50471,52567,52550,50566,51243,51047,50271,52330,51439,50275,50578,50544,51019,52646,52326,52576,52165,50655,52721,50451,50149,50840,51465,50523,52225,50277,52561,50048,51061,52135,50478,50444,50246,50075,51528,50575,52766,50634,51549,50452,52590,50050,50268,52073,51576,50666,51030,51234,52141,50230,51240,52053,51235,50645,52054,50105,51338,50647,52039,50210,51331,50604,50135,51561,50630,51462,52224,52161,52155,52144,52203,51248,51058,51354,51055,52347,50833,50166,50626,50601,50069,52649,50130,51035,51535,50621,51525,50635,51053,52553,50597,50475,50535,52530,50480,50830,52076,52320,50532,51560,52306,52749,51570,50056,52316,51551,50510,51006,50554,50144,51342,51652,51521,50530,50568,50060,50590,52045,52327,52333,52227,50237,52338,51050,51360,50228,51239,50648,50072,50063,52031,52040,50111,50247,50047,52537,50461,52773,52253,52211,51041,50548,50674,50263,50627,50423,52645,52358,50219,52310,50225,50025,51537,51201,52742,52302,50316,51105,50525,52353,52627,50421,52732,52175,50849,51334,50126,52802,50321,52722,51632,52340,52246,50801,51109,50533,52060,50322,52172,52405,51442,52404,50013,51040,50317,51103,52803,52136,52601,52339",NA,NA,NA,NA,"Provided by Advertiser",NA,NA,NA,NA,"web_view_url:https://register.vote.org/?partner=243304&campaign=CK-VPC-OVR20-SC-VDO.A01-IA-Zips-BO-13.35",467,"SWIPE TO REGISTER TO VOTE OUR LIBERTIES WE PRIZE AND OUR RIGHTS WE WILL MAINTAIN IOWA ↑"
2024,"3ab652467922d70c58be404cb36100afe500a7220897fd47bb7c1839307a3edb","https://www.snap.com/political-ads/asset/ca49d364fdcdb1e8c61cc089079e079c5cee2d82a9a42b51e1878b5ff8e056d7?mediaType=png","USD",1299,66920,"2024/05/22 13:42:44Z",NA,"Mercy USA","US",NA,"Mercy-USA",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Provided by Advertiser",NA,NA,NA,NA,"web_view_url:https://mercyusa.org/?utm_source=snapchat&adid={{ad.id}}",6848,"ididas Mercy - USA : Delivering Hope and Resilience Worldwide Learn About Our Work Mercy - USA Mercy - USA for Aid and Development"
2020,"0e0885611ad2231aca17d60b238ba95ef238eb1094ca14bb4192a22f2b7d2a51","https://www.snap.com/political-ads/asset/3eec745dfaef914b050ff59666780b0503cf5a6e2f691e284019231d4c005426?mediaType=png","USD",0,56,"2020/10/13 18:06:54Z","2020/11/02 04:59:59Z","Break Something","1768 Columbia Road NW #3,Washington,20009,US","Fire Mitch Save America Fund","Save American Fund",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://secure.actblue.com/donate/ads_bs_fir_dd_sn_2010_snap?source=ADS_BS_FIR_DD_SN_2010_Snap_DL_LIST_CD_NAT_Encourage-2_STATIC",2145,"FIRE MITCH SAVEAMERICA IT AND IS OUR STAN "" UNTIL NOV . 3RD , OUR JOB IS TO TELL THE TRUTH ABOUT WHO I AM AND WHO MITCH IS . ” Amy McGrath GOMP HOW SWIPE UP"
2021,"2b4bf523182346860e65018e2db44d8c37c602496c410a5a761df8c589071ab3","https://www.snap.com/political-ads/asset/088d02d7c1da9164fb0c6b96cb6841b935b73413470a66b7d3b73e9f3b60feb6?mediaType=png","USD",25,2744,"2021/07/09 21:57:02Z",NA,"Chong and Koster","1640 Rhode Island Ave. NW, Suite 600,Washington,20036,US",NA,"CSSJ",NA,NA,NA,NA,NA,"18+","united states","Arizona,California,Florida,Georgia,Illinois,Michigan,New York,Ohio,Pennsylvania,Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Provided by Advertiser",NA,"Household Income ($1,000-$24,999),Household Income ($25,000-$49,999)",NA,NA,"web_view_url:https://actionnetwork.org/forms/tell-your-lawmakers-its-time-to-invest-in-schools-not-prisons/?petition=schools&source=CK-CSSJ-SCHL-A1-SC-SCLP-K10-LHHI-BO-18p-P3_H1",3988,"VOR A SURVIVORS SPEAK SURVIVORS SPEA SURV SAVINGS"
2022,"2a4c07634cd7dd96bdb63f7d252d3534a969d8cfd7ffbf2677ff3215f9462f22","https://www.snap.com/political-ads/asset/8ebfd4c8d6e7e594b4fa831e292d775466b3d96a2d535799095a369544597460?mediaType=png","USD",85,3493,"2022/10/17 04:00:00Z","2022/10/25 03:59:00Z","Voter Formation Project","712 H St NE PMB 41,Washington,20002,US",NA,"Voter Formation Project",NA,NA,NA,NA,NA,"18+","united states",NA,"Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Maryland,Massachusetts,Minnesota,Mississippi,Missouri,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming",NA,NA,NA,NA,NA,NA,"48228,48235,48219,48227,48224,48221,48234,48205,49507,48238,48197,48601,48223,48204,48212,48213,48203,48210,49444,48209,48075",NA,NA,NA,"Chat Fiction Enthusiasts,Crypto Enthusiasts,Fashion & Style Gurus,Crime & Mystery Genre Fans,Console & PC Gamers,Hip-Hop Music Fans,Soul & R&B Fans,Celebrity News Watchers,Discount & Thrifty Shoppers,Online Shoppers,Sneakerheads,Street Sport Enthusiasts,targetsmart_02,targetsmart_05,targetsmart_08,targetsmart_01",NA,NA,NA,NA,NA,NA,"web_view_url:https://register.voterformationproject.org/?utm_source=snap&utm_brand=vfp&utm_medium=paid-cnv&utm_campaign=22rg-rn-p1-if&utm_term=mi-a-in&utm_content=VFP2HGM64UV",5126,"REGISTER TO VOTE NOW ! MAKE YOUR VOICE HEARD !"
2025,"4028dd3928b4ed71aa9df7bd68da30a275174f77c661511d6467462d4d88f7bc","https://www.snap.com/political-ads/asset/bbee4e2ef55ecf1577958249ef0babd07f74f33484f582122477f7cc9c9b743c?mediaType=png","USD",79,3053,"2025/03/21 17:48:14Z",NA,"Mercy USA","US",NA,"Mercy-USA",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philanthropists",NA,NA,NA,NA,NA,NA,"web_view_url:https://mercyusa.org/Ramadan-2025?utm_source=Snapchat&utm_medium=paid-social&utm_campaign=LTN_2025_{{campaign.name}}&utm_content={{ad.id}}",8599,"Fielle MINAR SHINE THE LIGHT of Mercy Make Every One of the Last 10 Nights Count With Your Mercy Give Sadaqah"
2022,"0336eb4ab64fd89b4b644062c9d209462548b36e83600142adf49a3c1138c642","https://www.snap.com/political-ads/asset/c4a12db77fcc3d848b52622c86b07b4332f90bb7c34ad25130bdc1f274ccf921?mediaType=png","USD",1672,293587,"2022/01/21 19:33:56Z","2022/04/01 03:59:59Z","Bully Pulpit Interactive","1445 New York Ave NW,Washington,20005,US",NA,"American Civil Liberties Union",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advocates & Activists",NA,NA,NA,NA,NA,NA,"web_view_url:https://action.aclu.org/signup/pm-student-debt?&utm_medium=pm&utm_source=snap&utm_campaign=nat-dig-pm-lb-bpi&utm_content=snap-social-studentdebt-advoca_grad_01212022&utm_term=&initms_aff=nat&initms_chan=pm&initms=nat-dig-pm-lb-bpi-snap-social-studentdebt-advoca_grad_01212022&ms_aff=nat&ms_chan=pm&ms=nat-dig-pm-lb-bpi-snap-social-studentdebt-advoca_grad_01212022",4625,"CANCEL STUDENT DEBT SIGN THE PETITION"
2021,"7158b16ae02e60c6dbec5bb71916193935df96a9b85667c67dedd6c2ecf657fa","https://www.snap.com/political-ads/asset/daaaa3ba6dc8a0baf2628a3334e9c76a3f00dab7cfff030bfd0b68e13146e08b?mediaType=png","USD",242,42594,"2021/02/10 18:14:24Z","2021/03/12 06:59:59Z","The Colibri Collective","1425 N 1st St #100,Phoenix,85004,US",NA,"ACLU Arizona",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,"85024,85085,85086,85087,85262,85266,85320,85324,85331,85332,85342,85362,85377,85383,85390,86024,86301,86303,86305,86313,86314,86315,86320,86321,86322,86323,86324,86326,86327,86329,86331,86332,86333,86334,86335,86337,86338,86343,86434,85142,85206,85209,85212,85225,85233,85234,85249,85286,85295,85296,85297,85298,85027,85032,85050,85054,85083,85254,85255,85308,85310,85501,85541,85544,85545,85553,85554,85901,85912,85923,85928,85931,85933,85934,85937,85939,85942,86001,86004,86011,86015,86017,86018,86023,86025,86029,86032,86038,86046,86047,86325,86336,86351,86435,85122,85123,85131,85138,85139,85141,85145,85172,85193,85194,85602,85619,85623,85634,85653,85654,85658,85704,85705,85713,85718,85735,85737,85739,85741,85742,85743,85745,85755,85325,85328,85334,85344,85346,85348,85357,85360,85371,86021,86022,86401,86403,86404,86406,86409,86411,86413,86426,86429,86431,86432,86433,86436,86437,86438,86440,86441,86442,86443,86444,86445,85210,85224,85248,85022,85023,85029,85051,85053,85302,85304,85306,85345,85381,85382,85007,85321,85322,85323,87326,85333,85336,85337,85338,85341,85343,85347,85349,85350,85354,85364,85365,85395,85736,85746,85756,85303,85305,85307,85335,85351,85363,85373,85374,85379",NA,NA,NA,"Advocates & Activists,Collegiates,Fitness Enthusiasts,Investors & Entrepreneurs,Money Minders,News Watchers,Philanthropists,plc_201,plc_301,plc_401,plc_601",NA,"Provided by Advertiser","en","Education (Bachelor Degree),Education (Graduate Degree),Education (High School Diploma),Education (Some College),Education (Some High School),Moms (Working),Moms (Gen X 1965-1979),Household Income ($250,000+),Occupation (Legal, Education or Health),Occupation (Tech & Science),Occupation (Blue Collar),Occupation (Business, Finance or Mgmt),Occupation (Office & Administrative),Household Income ($100,000-$124,999),Household Income ( $125,000-$149,999),Household Income ($150,000-$174,999),Household Income ($200,000-$249,999)",NA,NA,"web_view_url:https://action.aclu.org/send-message/take-action-its-past-time-sentencing-reform?utm_source=snap&utm_medium=graphic&utm_campaign=tccaclu",3758,"ACLU SMART IIIIII JUSTICE Arizona END MASS INCARCERATION IN ARIZONA . SENTENCING REFORM NOW . SUPPORT HB2713 . CONTACT YOUR LEGISLATOR NOW Paid for by ACLU of Arizona ."
2024,"fef7da66d70b5bb622a1b478f8feae43b30d97cb43feda033deec1bc038581ad","https://www.snap.com/political-ads/asset/f0608cff13b0616e7db91d1fc7f0577e60ae0f3007da37ec37238dca2cfad3f5?mediaType=png","USD",146,13179,"2024/07/18 04:00:47Z","2024/08/01 03:59:59Z","Harris for President","US","Joe Biden","Biden for President",NA,NA,NA,NA,NA,"18-29","united states",NA,NA,NA,NA,NA,NA,NA,NA,"89084,89086,89113,89118,89139,89141,89145,89147,89148,89178,89179,89183,89427,89832",NA,NA,NA,NA,NA,"Provided by Advertiser",NA,NA,NA,NA,"web_view_url:https://joebiden.com/abortion/?utm_medium=ads&utm_source=Snapchat&utm_content=Feed-Repro3&utm_campaign=July",7194,"Donald Trump O GAGE SKIDMORE Joe Biden Bragged about overturning Roe v . Wade and UNLEASHING EXTREME BANS Promised to be "" LEADING THE CHARGE "" to ban abortion nationwide Believes reproductive health care decisions BELONG TO WOMEN and their doctors , NOT POLITICIANS IS DEFENDING reproductive freedom and expanding ACCESS TO CONTRACEPTION Said women who have an abortion should face "" PUNISHMENT "" WILL NEVER LET A NATIONAL ABORTION BAN BECOME LAW PAID FOR BY BIDEN FOR PRESIDENT"
2023,"f5314e99d0193bf9465dbfae902a8bad5a64f08cbf6ef6cdc1eaac906790f641","https://www.snap.com/political-ads/asset/5debf4fb87d0d5a5026cca0823150389ce820ecb5dae36eef4ef8f29fe74a721?mediaType=png","USD",3,770,"2023/11/29 23:30:56Z","2024/01/01 04:59:00Z","Stand Up America","US",NA,"Stand Up America",NA,NA,NA,NA,NA,NA,"united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advocates & Activists,Bookworms & Avid Readers,Arts & Culture Mavens,Collegiates,Hipsters & Trendsetters,Indie & Foreign Film Fans,World Music Fans,Discount & Thrifty Shoppers",NA,"Provided by Advertiser",NA,NA,NA,NA,NA,6157,"NO ONE SHOULD HAVE POWER FOR LIFE 17 YRS 18 YRS 32 YRS TELL CONGRESS : SUPREME COURT TERM LIMITS NOW"
2020,"30055a98d3e764c48ca328067fb4f00fe0a4efbe27e9326d5607b27488bb0bd8","https://www.snap.com/political-ads/asset/a1d943f9c6d31cde16ad759952b1f1cbda77e1bed37c10775d7a23d61c3e5949?mediaType=png","USD",50,20176,"2020/07/31 20:22:37Z","2020/08/08 03:59:59Z","Biden Victory Fund","430 South Capitol Street SE,Washington,20003,US","Biden Victory Fund","Biden Victory Fund",NA,NA,NA,NA,NA,"23+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://go.joebiden.com/page/s/bvf2020-refresh-covid-ea-snap-pet?utm_source=snap&utm_campaign=refresh&utm_content=ea&refcode=omvf_snap_20200731refresh_ea_{{adSet.name}}_{{creative.name}}&source=omvf_snap_20200731refresh_ea_{{adSet.name}}_{{creative.name}}",3086,"FIND OUT JOE'S VP PICK Before Anyone Else JOIN THE LIST DONATE AT JOEBIDEN.COM/VICTORY"
2020,"858fbe32173160814be038df4005bbd2b7649af10dceeb14b361ce172ff47008","https://www.snap.com/political-ads/asset/f1a96e5c466911dd18eaf4c1428322357a4073aedcb790bb31dd9ea5438e587d?mediaType=png","USD",466,81961,"2020/11/19 15:26:25Z","2020/12/08 04:59:59Z","Hawkfish LLC","909 Third Avenue,New York,10022,US","Collective PAC","The Collective PAC",NA,NA,NA,NA,NA,"18-30","united states","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://registertovote.sos.ga.gov/GAOLVR/welcome.do?utm_source=&utm_medium=&utm_campaign=&utm_content=&hft_id=~00_~01snap_~02_~03cpm_~04rs_~05pn_~06fc1_~07garuzip_~08lta_~09VoterReg_~10_~11CountdownClockSOS_~12na_~130_~14en_#no-back-button",1966,"00:45 URGENT : The Georgia Runoff is coming up Register to Vote in Seconds PAID FOR BY THE COLLECTIVE EDUCATION FUND"
2021,"94d568d60a498b97e2fb01f0976bd10fb8d36c5839ab1dad0cbbc61a725bba0c","https://www.snap.com/political-ads/asset/92c776f5db5a147b343166f1442b39955bc914bf130a736155c12a285e22640c?mediaType=png","USD",165,37213,"2021/05/25 19:33:37Z","2021/07/01 03:59:59Z","Bully Pulpit Interactive","1445 New York Ave NW,Washington,20005,US",NA,"American Civil Liberties Union",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Political News Watchers",NA,NA,"en",NA,NA,NA,"web_view_url:https://action.aclu.org/signup/pm-alternatives-to-policing-now?&utm_medium=pm&utm_source=snap&utm_campaign=nat-dig-pm-lb-bpi&utm_content=snap-social-criminallaw-accountability_advocacy_05072021&utm_term=&initms_aff=nat&initms_chan=pm&initms=nat-dig-pm-lb-bpi-snap-social-criminallaw-accountability_advocacy_05072021&ms_aff=nat&ms_chan=pm&ms=nat-dig-pm-lb-bpi-snap-social-criminallaw-accountability_advocacy_05072021=",4284,"ACLU ACCOUNTABILITY FOR POLICE BRUTALITY I AGREE"
2024,"58eaf06e7b2aaf2556f973426679f17d2460f8fcc9c1ba9f2f6fee3870e7efe2","https://www.snap.com/political-ads/asset/efa53a34962808744a1148752c33cb2d3173aac933b92b49c84785c98b82900a?mediaType=png","USD",998,56847,"2024/10/01 23:13:52Z","2024/11/05 22:00:00Z","Direct Persuasion Group","US",NA,"Send the Vote",NA,NA,NA,NA,"MALE","18-35","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,"web_view_url:https://sendthevote.com?utm_medium=ad&utm_source=dp_snap&utm_campaign=gotvcompa_guYnbsK1",7235,"IT'S SO OVER . COMMIT TO VOTE WE WILL BE SO BACK . PAID FOR BY SEND THE VOTE"
2023,"e6d9e468ce407e12318f7cde91457276da49798b6ac75500a182a668ac8412bb","https://www.snap.com/political-ads/asset/9649ce3a820b670a72373d13ec40355ea0b7ab84fb2f39bfa326d1742f14ec82?mediaType=png","USD",58,1837,"2023/03/30 22:53:51Z","2023/07/01 03:59:00Z","Chong and Koster","1640 Rhode Island Ave. NW, Suite 600,Washington,20036,US",NA,"PPFA",NA,NA,NA,NA,"FEMALE","18-35","united states","West Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hip-Hop Music Fans,Soul & R&B Fans",NA,"Provided by Advertiser","en",NA,NA,NA,"web_view_url:https://www.plannedparenthood.org/about-us/newsroom/campaigns/your-care-our-priority?utm_source=Snapchat&utm_medium=SC&utm_campaign=CK.PPFA.RSSP23.MF.SC.ENG.BLK.WV.FE.18_35.SC.Static.YourBody",6087,"Planned Parenthood believes YOUR BODY IS YOUR OWN . Թ"
2018,"9b250918d3b07b8d2c4b8f22f1be248d2c9662574ecc0ad7736745dace551f89","https://www.snap.com/political-ads/asset/ef71b4b97c0fa6e85a2ebf3dcd06ea00763e64f99e944800242d3f58c0102ca1?mediaType=png","USD",1251,221925,"2018/10/10 21:03:04Z","2018/10/18 03:59:44Z","Chong and Koster","1707 L St NW Suite 950,Washington,20036,US",NA,"Voter Participation Center",NA,NA,NA,NA,NA,"18+","united states","Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://register2.rockthevote.com/?partner=101&source=CK-VPC-REG-SC-A03-WI-LAL-18P",50,"REGISTER TO VOTE WISCONSIN FORWARD 11 ब 1848 SWIPE TO REGISTER TO VOTE BY 10/17"
2019,"0884eba2c7e0d1d3d6491945fda69eb55df9cae1bb9eda34220cb7bfc46e8f77","https://www.snap.com/political-ads/asset/d114aaa50f0089306a191f062b52b52489fd67ad5f9c6d4f9f1ba3f298024ccf?mediaType=png","USD",1232,159828,"2019/03/20 14:51:17Z","2019/04/04 03:59:59Z","Unilever US - 360i","32 Avenue of the Americas,New York,10013,US",NA,"Ben & Jerry's",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Political News Watchers",NA,"Provided by Advertiser","en",NA,NA,NA,"web_view_url:https://www.benjerry.com/values/issues-we-care-about/justice-remixd/?utm_medium=paidsocial&utm_source=snap&utm_name=bj_socialmission_criminaljusticereform_reach&utm_term=lifestylepolitical&utm_content=snapad&utm_topic=f'invalues&utm_content_type=still&utm_objective=convert&utm_root=d",159,"1 in 3 black men will be incarcerated during their lifetime , AL versus 1 in 17 white men . దిరిది 20"
2020,"a3c46a9600f29bf62867f5a36512eda9d830b901fbe3933a53ad7dfeef67699a","https://www.snap.com/political-ads/asset/1954baad05531f5dd4437e7d33d4562338da032f4d4e2a65dd29000e356d6aae?mediaType=png","USD",14,1203,"2020/11/19 15:26:25Z","2020/12/08 04:59:59Z","Hawkfish LLC","909 Third Avenue,New York,10022,US","Collective PAC","The Collective PAC",NA,NA,NA,NA,NA,"18-30","united states","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://votetolive.org/vote-to-live-2/?utm_source=snapchat&utm_medium=cpm&utm_campaign=&utm_content=&hft_id=~00_~01snap_~02_~03cpm_~04pn_~05pn_~06fc1_~07ga_~08typ77_~09voterreg_~10_~11KerryWashingtonDarkBlueShort_~12na_~130_~14en_",2231,""" Democracy works when all our voices are heard . Register to vote today . "" KERRY WASHINGTON Register Now ! PAID FOR BY THE COLLECTIVE EDUCATION FUND"
